,Unnamed: 0,incident_id,title,short_desc,date,location,tags,lat,lng
9397,9397,incident_2764, chain snatching ," Was on a rickshaw with another lady.One person on scooter following us snatched my gold chain.Luckily it didnt went on his hand.It happened...  
						  More Information »
« Less Information
",2014-04-05 13:56:00,"New Delhi, Delhi, India",Chain Snatching / Robbery,28.6139391,77.2090212
9398,9398,incident_2763, commenting ," There was a group of 5-6 students/young boys.They were making indecent comments on clothing.It took place in the evening or afternoon.  
						  More Information »
« Less Information
",2014-04-05 13:54:00,"Karol Bagh, New Delhi, Delhi, India",Catcalls/Whistles,28.6550458,77.1888201
9399,9399,incident_2762, inappropriate behaviour ," Categories selected during Afternoon and evening  
						  More Information »
« Less Information
",2014-04-05 13:53:00,"Jhangir Puri, New Delhi, Delhi, India",Catcalls/Whistles,28.7296171,77.16663129999999
9400,9400,incident_8643, sexual harassment ," i was teased and commented by girls on my way to home  
						  More Information »
« Less Information
",2014-04-04 16:00:00,"Nakhipot, Patan 44700, Nepal",Commenting,27.6515428,85.3171759
9401,9401,incident_4115, Harassment ," Harassment at a coaching class at Delhi. Even at Delhi High Court.  
						  More Information »
« Less Information
",2014-04-04 04:00:00,"Nirman Vihar Bus Stop, Vikas Marg, Block E, NIrman Vihar, Preet Vihar, New Delhi, Delhi 110092, India",Touching /Groping,28.636753,77.2875044
9402,9402,incident_3723, Inappropriate touching ," I was going to the market. A boy came on the bike and tried to touch me on my private parts.  
						  More Information »
« Less Information
",2014-04-04 02:00:00,"Meenakshi Garden, Najafgarh Road, Meenakshi Garden, Ashok Nagar, New Delhi, Delhi 110018, India",Touching /Groping,28.6398341,77.1037936
9403,9403,incident_3996, Ogling ," On the road bad pass was given, got irritated and ignored thereafter.  
						  More Information »
« Less Information
",2014-04-04 01:00:00,"Minto Bridge Colony, Barakhamba, New Delhi, Delhi, India",Ogling/Facial Expressions/Staring,28.6352092,77.22506729999999
9404,9404,incident_3999, Chain snatching ," A lady going in a cycle rickshaw was asked an address by some boys. When she tried telling them the address, they snatched her chain.  
						  More Information »
« Less Information
",2014-04-03 09:00:00,"Block E, Patparganj, New Delhi, Delhi, India",Others,28.6146966,77.2882833
9405,9405,incident_3998, Chain snatching ," A lady going in a cycle rickshaw was asked an address by some boys. When she tried telling them the address, they snatched her chain.  
						  More Information »
« Less Information
",2014-04-03 09:00:00,"Block E, Patparganj, New Delhi, Delhi, India",Others,28.6146966,77.2882833
9406,9406,incident_3780, Verbal abuse ," A friend of mine was abused and commented upon by a guy. When she did not respond he tried to touch her.  
						  More Information »
« Less Information
",2014-04-03 06:00:00,"Block E, Hauz Khas, New Delhi, Delhi 110016, India",Catcalls/Whistles,28.5516374,77.2076411
9407,9407,incident_3800, Ackward behaviour ," My friend had a primary teacher in her school who used to behave ackwardly. If students would complain he would beat them without any reason.  
						  More Information »
« Less Information
",2014-04-03 02:00:00,"Block BD, Munirka, New Delhi, Delhi 110067, India",Ogling/Facial Expressions/Staring,28.5528182,77.17493739999999
9408,9408,incident_4331, Stalking ," From the bus stop where I would board my bus, three cars would pass by one after the other and sometimes even follow me to school.  
						  More Information »
« Less Information
",2014-04-02 08:00:00,"Mathura Road, Pocket C, Saidabad, New Delhi, Delhi 110044, India",Others,28.5292766,77.2882904
9409,9409,incident_3814, Groped ," One day I was going to school by public transport. There was no space to stand and after sometime I found that a man was holding me from behind....  
						  More Information »
« Less Information
",2014-04-02 08:00:00,"JNU Old Campus, Vedant Desika Mandir Marg, Jawahar Lal Nehru University, Old JNU Campus, Munirka, New Delhi, Delhi 110067, India",Taking pictures,28.54963,77.180492
9410,9410,incident_4002, Taking pictures ," Taking pictures  
						  More Information »
« Less Information
",2014-04-02 02:00:00,"Regal Cinema, Connaught Circus, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",Taking pictures,28.6306339,77.2169638
9411,9411,incident_2761, commenting and ogling ," i was going to the gym when some guys were commenting at me.  
						  More Information »
« Less Information
",2014-04-01 01:09:00,"New Delhi, Delhi, India",Ogling/Facial Expressions/Staring,28.6139391,77.2090212
9412,9412,incident_2760, catcalls ," while i was returning to my home, a group of young boys werw whistling and commenting at me.  
						  More Information »
« Less Information
",2014-04-01 01:07:00,"Janakpuri, New Delhi, Delhi, India",Catcalls/Whistles,28.621899,77.08783849999999
9413,9413,incident_2759, taking pictures ," there was a guy in the DTC buses who was taking pictures of the ladies in that bus.`  
						  More Information »
« Less Information
",2014-04-01 01:06:00,"New Delhi, Delhi, India",Taking pictures,28.6139391,77.2090212
9414,9414,incident_2758, commenting ," the DTC buses are full of eve-teasers, comm enters and oglers.  
						  More Information »
« Less Information
",2014-04-01 01:04:00,"New Delhi, Delhi, India",Ogling/Facial Expressions/Staring,28.6139391,77.2090212
9415,9415,incident_2757, commenting ," i was out with my friends, shopping when a group og middle aged men started commenting on us.  
						  More Information »
« Less Information
",2014-04-01 01:03:00,"Janpath Market, Connaught Lane, Janpath, Connaught Place, New Delhi, Delhi 110001, India",Commenting,28.6290786,77.21876379999999
9416,9416,incident_2756, commenting ," while i was going to my college, some men were commenting on me.  
						  More Information »
« Less Information
",2014-04-01 01:02:00,"Rajendra Nagar R Block, Rajender Nagar, Dev Prakash Shastri Marg, Central Ridge Reserve Forest, New Delhi, Delhi 110012, India",Commenting,28.6327508,77.1730266
9417,9417,incident_2755, ogling ," i was waiting for my friends and some boys were ogling at me.  
						  More Information »
« Less Information
",2014-04-01 01:00:00,"Sector 3, Rohini, New Delhi, Delhi 110085, India",Ogling/Facial Expressions/Staring,28.6997737,77.1154589
9418,9418,incident_2754, chain snatching ," i was going to the market when my chain was snatched by two bikers.  
						  More Information »
« Less Information
",2014-04-01 00:58:00,"Tilak Nagar, Indira Nagar, Kamgaar Nagar, Chembur, Mumbai, Maharashtra 400089, India",Chain Snatching / Robbery,19.0656486,72.89121229999999
9419,9419,incident_2753, commenting ," boys riding their bikes comment on us.  
						  More Information »
« Less Information
",2014-04-01 00:57:00,"Kalindi College, Block 49, Mata Rameshwari Nehru Nagar, Patel Nagar, New Delhi, Delhi 110008, India",Commenting,28.6484623,77.1779576
9420,9420,incident_2752, commenting ," a group of guys were commenting on me.  
						  More Information »
« Less Information
",2014-04-01 00:55:00,"New Delhi, Delhi, India",Commenting,28.6139391,77.2090212
9421,9421,incident_2751, commenting ," a group of men were commenting on my and my friends while we were climbing up the stairs of the metro station.  
						  More Information »
« Less Information
",2014-04-01 00:52:00,"Rajendra Place Metro Station, Dharamdas Shastri Marg, Rajinder Nagar, New Delhi, Delhi 110060, India",Commenting,28.6424615,77.17823949999999
9422,9422,incident_2750, commenting ," a group of guys were commenting on me while  was coming back from the college.  
						  More Information »
« Less Information
",2014-04-01 00:50:00,"East Patel Nagar, Patel Nagar, New Delhi, Delhi, India",Commenting,28.6468151,77.1721199
9423,9423,incident_2749, stalking ," a group of boys followed me back to my community while i was coming back from Dwarka Metro Station.  
						  More Information »
« Less Information
",2014-04-01 00:47:00,"Dwarka, Nand Vihar, Sector 16A, Dwarka, New Delhi, Delhi 110078, India",Others,28.6144645,77.0204624
9424,9424,incident_2748, indecent esposure ," i was accompanied by 3 of my friends and we were going somewhere when a man stopped his car and asked for some directions. while i was giving...  
						  More Information »
« Less Information
",2014-04-01 00:43:00,"East Patel Nagar, Patel Nagar, New Delhi, Delhi, India",Indecent exposure,28.6468151,77.1721199
9425,9425,incident_2747," commenting, indecent esposure "," a man of around 40-50 year old commented on me while i was passing a store.  
						  More Information »
« Less Information
",2014-04-01 00:41:00,"New Delhi, Delhi, India",Commenting,28.6139391,77.2090212
9426,9426,incident_2746," catcalls, touching "," A guy was standing at the entrance of the Duck Park. when i entered the park, he made some expressions. i ignored it and then he stopped me...  
						  More Information »
« Less Information
",2014-04-01 00:37:00,"Duck Park, Shiv Das Puri Marg, New Moti Nagar, Phase 1, Block B 1, New Moti Nagar, Moti Nagar, New Delhi, Delhi 110015, India",Ogling/Facial Expressions/Staring,,
9427,9427,incident_2745, Stalking ," A man started following me after i refused to give him my phone number.  
						  More Information »
« Less Information
",2014-04-01 00:35:00,"East Patel Nagar, Patel Nagar, New Delhi, Delhi, India",Others,28.6468151,77.1721199
9428,9428,incident_2744, groping ," i was travelling in the metro and it was crowded, someone tried to grope my genitals.  
						  More Information »
« Less Information
",2014-04-01 00:32:00,"New Delhi, Delhi, India",Touching /Groping,28.6139391,77.2090212
9429,9429,incident_2743, touching ," i was going to the market when a boy touched me.  
						  More Information »
« Less Information
",2014-04-01 00:28:00,"Pandav Nagar, New Delhi, Delhi, India",Indecent exposure,28.6147804,77.2776579
9430,9430,incident_3821, Whistles and comments ," I was crossing the road with a friend and a group of bikers commented and whistled.  
						  More Information »
« Less Information
",2014-03-31 11:00:00,"Institutional Area, Sector 3, Rohini, New Delhi, Delhi 110085, India",Ogling/Facial Expressions/Staring,28.6969432,77.1104022
9431,9431,incident_2741, commenting ," while we were at a coffee meeting .. people on the other table were passing comments... making it difficult to concentrate and were continuously...  
						  More Information »
« Less Information
",2014-03-30 13:45:00,pune,Ogling/Facial Expressions/Staring,18.5204303,73.8567437
9432,9432,incident_2739, commenting ," while waiting for the bus some guys passed a cheap comments.  
						  More Information »
« Less Information
",2014-03-29 13:29:00,"Azadpur, Ashok Vihar, New Delhi, Delhi 110009, India",Commenting,28.7146959,77.1770461
9433,9433,incident_4892," Touching, groping "," Touching, groping  
						  More Information »
« Less Information
",2014-03-28 07:00:00,"Palika Bazar, Connaught Place, New Delhi, Delhi 110001, India",Touching /Groping,28.6310085,77.2186001
9434,9434,incident_3819, Commenting ," I saw a few guys commenting on my girlfriends figure while we were walking.  
						  More Information »
« Less Information
",2014-03-28 07:00:00,"Block B 3A, Janakpuri, New Delhi, Delhi 110058, India",Commenting,28.6233596,77.09026150000001
9435,9435,incident_3903, Chain snatching ," Chain snatching of a resident of Delhi Police Appartments.  
						  More Information »
« Less Information
",2014-03-28 06:00:00,"Shyam Colony, Block F, Budh Vihar Phase II, Budh Vihar, New Delhi, Delhi 110086, India",Ogling/Facial Expressions/Staring,28.7178026,77.08720420000002
9436,9436,incident_3407, Sexual Harrassement ," One of my friends was verbally abused by some boys.  
						  More Information »
« Less Information
",2014-03-28 02:00:00,"Jhamsikhel, Lalitpur 44600, Nepal",Ogling/Facial Expressions/Staring,27.6828555,85.30198829999999
9437,9437,incident_5013, Bag snatching ," The victim got down from the car and was waiting for her two friends outside Block C at Connaught Place. Her friend arrived and when they were...  
						  More Information »
« Less Information
",2014-03-27 18:52:00,"Block C, Connaught Place, New Delhi, Delhi 110001, India",Others,28.634209,77.220217
9438,9438,incident_2738, Groped on Bus ," As I was standing to exit the bus, a man, either a conductor or passenger (he was wearing a leather bag that conductors primarily use) noticeably...  
						  More Information »
« Less Information
",2014-03-27 10:00:00,"Salt Lake Gate Bus Stop, Kolkata, West Bengal, India",Touching /Groping,22.5898586,88.39682719999999
9439,9439,incident_3391, Sexual Harrassement ," I was all alone in the bus and a group of boys were whistling and commenting me. They even tried to touch me.  
						  More Information »
« Less Information
",2014-03-27 06:00:00,"Kathmandu 44600, Nepal",Catcalls/Whistles,27.7172453,85.3239605
